test_std_0,test_std_1,test_std_2,test_std_3,test_std_4,test_std_5,test_std_6,test_std_7,test_std_8,test_std_9,test_std_10,test_std_11,test_std_12,test_std_13,test_std_14,test_std_15,test_std_16,test_std_17,test_std_18,test_std_19,test_std_20,test_std_21,test_std_22,test_std_23,test_std_24,test_std_25,test_std_26,test_std_27,test_std_28,test_std_29
0.3746287237678234,0.41198815951905715,0.40251117006327364,0.3988738242566144,0.4457973953650532,0.38919692657318744,0.4351968907092009,0.36460269081702784,0.4579059268771634,0.3926314689718595,0.5471586535170615,0.4956246038775707,0.7085824310618631,0.4139822875320143,0.48436295534635376,0.4248321161785231,0.48333263146098454,0.37990891570131574,0.46028811312004136,0.4089502845088432,0.8884481196740692,0.4625490498931121,0.3697420276137577,0.6793457065518471,0.3997485475251761,0.45058453392889447,0.3895490549320541,0.3846394920855322,0.4793350012907663,0.39371224028152113
0.4222955912735944,0.6200467768775433,0.45043924921939904,0.3861453872226181,0.4284986563965393,0.4723844865287656,0.7789327639613914,0.439689473587992,0.5972742113998596,0.4543094140431275,0.41802984799663956,0.3969812918301009,0.48326120968780845,0.5095034680418732,0.42076329872322343,0.4124984808454021,0.6309582491262293,0.4227045055292007,0.5104420533818518,0.48233558782151,0.3973927599913157,0.507069974995893,0.4839001637424402,0.5557813878484554,0.6210611509004252,0.7216959141581349,0.7614379744649884,0.438245831149013,0.4552730651218023,0.3820356574308228
0.4762128099626268,0.4304290512057735,0.5574218052184542,0.49984632339350715,0.9852869546188491,0.7198562400356379,0.48759422282413545,0.45474315157798956,0.4474758916726973,0.5382348943360065,0.4796142449905977,0.41769435649596803,0.5646301623295414,0.7611799626156229,0.41654590436947836,0.4171737255369839,0.445790292946995,0.7354180166079125,0.42592540893325076,0.3761513815922368,0.41289140711641514,0.5263706421239743,0.39556341497762565,0.3807568541431694,0.4702142032730563,0.4400161212893811,0.4218473438550835,0.3700153125909976,0.7863781675610593,0.3790154939346834
0.3746287237678188,0.3874147569252363,0.4094294950782468,0.5381865443754972,0.4042115503789825,0.467852522168646,0.8916130780100713,0.5418684102113966,0.4303981762839323,0.3964027603826866,0.5068440951232442,0.48032425356218217,0.5104940539339153,0.5363427441610416,0.3747595547409791,0.5089019176090299,0.41990941492663475,0.5143776224164609,0.899983805384207,0.3906856354841955,0.6430126337184199,0.5714015339408991,0.39572982257455963,0.6843687928060014,0.46148704949000713,0.3701163076057303,0.3756094124303885,0.3753883275189294,0.3925096967139425,0.4114395209208923
0.40135183539902747,0.4340152668580214,0.4293860089325421,0.5930617546313748,0.3991184165690445,0.6672120116238787,0.4167346807215222,0.3836540121756471,0.38780647807607777,0.4208225523679556,0.409487009956741,0.4868709115816749,0.5087635540225951,0.816628534892925,0.3807070926396029,0.4184480326566148,0.5842661375528675,0.37818913831702317,0.8443867554010493,0.5974612219166531,0.4627598743070684,0.4703389443886905,0.8471008128144908,0.38610239104948646,0.41775255395483807,0.7359347439716146,0.4466296617613246,0.6719710295337024,0.3910947535802974,0.4884794271773582
0.4838369114437403,0.650104351993614,0.5314258539752111,0.40643714944212056,0.43016325804767774,0.3871528296343344,0.5447639368557718,0.38222391537112127,0.8184297734523821,0.6715875077833348,0.4541943659150639,0.40392150272331406,0.5462167470488717,0.42731564936311217,0.3763837700430678,0.5180096476548299,0.39480231288772766,0.39292901249744233,0.4895862884866089,0.41605139276855524,0.4287508896585767,0.5189880491782353,0.39209482620470715,0.6101432663583033,0.39152487772712136,0.6731550086942456,0.46261293870421677,0.40581482730051033,0.4871756886827626,0.3946513186592464
0.5114293881332405,0.42341596466008735,0.4194519980375869,0.48194032385115454,0.5058532051608085,0.43186807090569956,0.392641012979671,0.5063255331420741,0.6741189513902418,0.5095749006442445,0.38855109763956674,0.43947439894563317,0.4676565685807646,0.46379859339198704,0.717338567930062,0.433100075473796,0.4114337179059555,0.5285481008250779,0.47548661234797035,0.5134712386758168,0.40293316348104957,0.3903879817700961,0.4065806276452559,0.5329498127035699,0.3969935217692752,0.412479814168981,0.5418177730768672,0.3749022490882302,0.40590381783312235,0.4074724843850296
0.9274026746123946,0.5357427190653662,0.4213462021658319,0.4337905344973782,0.5883471252838008,0.40402543139269503,0.48724409890448694,0.4852951841104127,0.5276315613934304,0.7765603853296236,0.604639932312123,0.6258607917674417,0.4737647687303864,0.5507176288915199,0.4732608688052794,0.4611966862875753,0.4311728173321291,0.5496224161898511,0.4374085456048864,0.48735358036192333,0.6183388959078366,0.6455325155525231,0.6453295911858389,0.37480176180549085,0.5730656143867057,0.6044697775044392,0.4922728254565434,0.3776031941057439,0.43654868595061747,0.38488346318355093
0.3763779828072972,0.3814554948102236,0.3914565709727944,0.44990410208708337,0.41792434922275007,0.40930580348232626,0.6677684677105317,0.3819094813926478,0.4201183288231691,0.5004452693564164,0.4328857083757715,0.5138358019438328,0.46484612860318575,0.4047102109292374,0.47412222025645384,0.41523775110022776,0.47192632282603164,0.6148448766065057,0.4282791496031199,0.6534544914193574,0.8981931721065709,0.3767140587610565,0.723351405149393,0.3878346981471305,0.44669475750940313,0.411269284178169,0.3930574355011993,0.49009668897660114,0.40068839149156066,0.38844176270041897
0.46924622668098487,0.4070789246833975,0.41860645808168045,0.397460835784328,0.41988200044884977,0.5239097657125691,0.603099546144658,0.5220005784373976,0.7571551251109803,0.42517873167849346,0.7549361973457209,0.3950341688964494,0.4439650104377311,0.3899844378827798,0.5301265320901979,0.4252665027925201,0.43204754513879734,0.3799588711581794,1.0171641396825761,0.5591437366409655,0.9183830116822919,0.38847320942700436,0.48848074939312414,0.4515559141853767,0.3859480388503606,0.41172295689771893,0.38896749316937523,0.3942779829014275,0.5060240253061143,0.4244102305152581
0.43152016684669026,0.6008330371771013,0.46988924629982826,0.49049393574040684,0.7272883333192817,0.5756494340222277,0.6051344093046883,0.46193956906856415,0.3753154285786507,0.7587638903412514,0.41398876897949716,0.49088401797616027,0.47225343721930046,0.4035418136430799,0.45811073415805065,0.5250663698259236,0.43232423326396024,0.6572445298696679,0.451650376773453,0.4067070195035835,0.5062481764067782,0.8984652110208373,0.3745327004079825,0.5287572402690602,0.4798428754075531,0.7778239019841495,0.400795002626812,0.35991273005967994,0.3995491500729041,0.950875723558296
0.49959062526052506,0.4531508784504774,0.42110640165530777,0.4881741457975928,0.4934279328642333,0.3880559987223998,0.40411320085103464,0.4980349035105089,0.5310557742239643,0.5282674108728339,0.4439702871665442,0.39855940553605723,0.5075247311157011,0.4711238184093265,0.3800900008797612,0.5246668880765173,0.44221237561079874,0.43077795557890963,0.4394104413182915,0.433421247020447,0.4307943201814654,0.8178242404049199,0.5827133260508451,0.4648762697603056,0.39196189784890084,0.5529660547967425,0.6957708511636191,0.5309228528087082,0.4910822370348898,0.6136137963088506
0.37347168651763674,0.4487447477700582,0.4111529748223306,0.5060240603103344,0.6552363752650656,1.0255875894601731,0.45161050426510685,0.606159417591788,0.6340917040663149,0.4053934570753392,1.063692837478956,1.0269382450615239,0.4397840991273532,0.4031214694028395,0.486713335265465,0.42595012643868196,0.49084360705006663,0.4031327285742768,0.6736982341679966,0.46250638308008757,0.3915866782378515,0.43759825070376845,0.48703516339478675,0.4414472128165082,0.638857093255575,0.44856531180189,0.6044011561566686,0.5889652541140565,0.504951954621451,0.3894348133457918
0.40799856650985394,0.45292421329363264,0.44805340109408825,0.48818884428265474,0.4228925387653703,0.5452869600966743,0.4562997951975769,0.6104685359229424,0.3938076908157425,0.5221245906065085,0.4255104210483111,0.7702189629669688,0.557539893541664,0.421020701505469,0.4249280485347199,0.39386360700243617,0.4015519051810384,0.44819493940125804,0.41882881018381074,0.44358878150826253,0.39437203194248993,0.413803676161841,0.7220481287180035,0.46768243010554306,0.6295303150140367,0.6568691716242337,0.4667487944994858,0.5241157997587348,0.3782083829335052,0.3881920141496829
0.826148598298538,0.6372591443900001,0.3958800169078788,0.4627978143950131,0.631294197171857,0.5306176293730905,0.6986945561979852,0.37596127010384695,0.48555282362699875,0.6651665569199271,0.395502339034468,0.4583415289190379,0.49789423985193393,0.6077048606081372,0.3626573315409398,0.7368698698273298,0.6354226089040397,0.4255851685210235,0.4417509808432147,0.3780613472135473,0.42574085711226906,0.3858263503728094,0.41090332067132546,0.4811671167561489,0.4047650898420819,0.4160922239798187,0.3962769212628221,0.5608260748471794,0.5682424164544962,0.41146681654871814
0.38462982776235183,0.41441320369409446,0.5154061981787795,0.47940144044304456,0.5888657214264329,0.38658340194177604,0.4703326224471626,0.3731731799431307,0.67974357794484,0.3936325604394259,0.5356446133754879,0.79304950175394,0.5429411602673361,0.4681596621671972,0.5084448095015706,0.4616702475402961,0.45558301133513157,0.4015601595975174,0.568832775333217,0.4026150799255379,0.40050883909003976,0.39299028945586384,0.4027249608048791,0.4512165013391359,0.38660134364211673,0.39477261219830334,0.4045160619945767,0.914876326942257,0.47894301812747003,0.5445670889569011
0.49105407985775834,0.4821834197339335,0.6597893157172985,0.3960474700268836,0.5522552618581005,0.5102914462014354,0.6786220403192167,0.6900263464834957,0.40453490651958585,0.6052859592918145,0.8219504053831702,0.40681238444094825,0.5337398369926135,0.41914227243584384,0.38041885031536343,0.4794764538143166,0.40363267302173533,0.4097515692046536,0.446262696366848,0.5322688676131216,0.671967842863106,0.4255665237935474,0.5250693697130743,0.8646218490680351,0.40812080473440593,0.400038121887489,0.5859964425135658,0.3930671603990171,0.5075146375907345,0.5785999744062277
0.7010112827377348,0.5155308749632059,0.6199635441519953,0.4163254660093928,0.3900674187405332,0.381838733318001,0.8573782095826247,0.7982634199234115,0.4510358369396552,0.5392111324687994,0.4129729450114709,0.5200353555421402,0.4974037332333798,0.5351534835654517,0.5386717449864072,0.4648025686306091,0.41442342551173444,0.44668655410964603,0.6189804064191202,0.36426769475038273,0.3976253690473223,0.48857231104756504,0.42736411694061466,0.4565084741856802,0.39772677775395937,0.8109078002556043,0.5005324679260169,0.3632349349099086,0.5458446195904211,0.4176004144182473
0.392621329460861,0.6089769165070051,0.8215532760550689,0.5107280531400992,0.4323353367190471,0.3805813794844043,0.6885438625056135,0.39970665661052895,0.5611237695912686,0.6580566038324439,0.4196542288174033,0.5478482961099298,0.534598728938606,0.40295219771824536,0.5830710380619726,0.5750873558185947,0.5095961783422253,0.43991490115307075,0.4037192737027753,0.4242065655110101,0.46885981744303284,0.4344709269001033,0.8875894814216574,0.9070946577597278,0.42773381693585255,0.5015790273633646,0.6158514667229104,0.37565971875606563,0.3903126573138913,0.377626186124687
0.3669187640417292,0.48047960819067526,0.4528501844434578,0.6979395900611037,0.41686579206329455,0.43101289391764,0.6486053693430923,0.5253226315119829,0.48958657969266905,0.39697666468120457,0.408724835435396,0.4592924280799806,0.43928866624010954,0.6600935570206617,0.556689122653529,0.40334216817949553,0.4223142062914064,0.5436674185085255,1.069754530308226,0.9992497256992467,0.41121833973044786,0.3926342175558696,0.39777865467329426,0.530177020930054,0.6297167890814763,0.4236148252729102,0.43880671094296303,0.4952905152388343,0.5820984076919461,0.45098141909013284
0.6738499581323893,0.3875824541758271,0.4030523102853993,0.4064542539744635,0.4722970409709093,0.40258998979436456,0.5820209499804461,0.44229380353746695,0.6128262429024103,0.4413067691254655,0.45503591738667654,0.39362847865638323,0.42951099012607385,0.5315027557545264,0.43248545557487195,0.414192093015967,0.5400351032190713,0.41700916645298636,0.47151990787761344,0.4778797409986356,0.39195190979381644,0.5008732380316773,0.9168372111406531,0.39605608398900854,0.66418371538212,0.37662778696148197,0.418685854420057,0.37501948492627074,0.42787813916514944,0.5545842430540355
