test_std_0,test_std_1,test_std_2,test_std_3,test_std_4,test_std_5,test_std_6,test_std_7,test_std_8,test_std_9
0.7649800651969434,0.5528510780390231,0.6013209514955115,0.6533489076625995,0.4484008905042867,1.001285935080375,0.4527565674155885,0.5821714749747625,0.5212909568806753,0.7511811478826113
0.5999531609036249,0.5687974298565667,0.6314912033852956,0.8248301173968777,0.7887181864133512,0.5791853977915145,0.4751836303199051,0.5431850290685288,0.5324061576984531,0.3591751719907304
0.6193493081244035,1.033181327355517,0.5516701134281583,0.48792670651736697,0.3424309854623446,0.44766154096746175,0.7782931226693794,0.46428552228646985,0.5037535982341071,0.8196898091564117
0.4022913077148435,0.34610313141333504,0.5765131346582958,0.5267769670219976,0.6437679998654128,0.6271995062025288,0.41368943838032624,0.3923159710562191,0.46773380793707386,0.6955489752270372
0.5471535624907247,0.5043269011905872,0.5385631569896686,0.4980761035559148,0.7092097373963652,0.509988269908831,0.5365144102995506,0.46046549047219815,0.41818797260227974,0.45683036738038485
0.4719163710567006,0.44617133460544306,0.3491789387309206,0.591458789571842,0.5860442172439964,0.602230140878784,0.517881830438105,0.3828260098119864,0.6100188923394426,0.4635198404917942
0.6721312938002134,0.6622666803012811,0.4140828025257526,0.47915740248850996,0.4685699772911571,0.4525470406019008,0.5092171318445582,0.8378485042434433,0.5798386557778127,0.4034262353820077
0.4282619264127328,0.653685636485373,0.5454096711786156,0.5567545566318803,0.48028100740209884,0.421267982391772,0.5867610057106457,0.7341687076116918,0.6394287654404952,0.7308471380245359
0.5903023110668285,0.6999173511453982,0.8148281889032964,0.5009154920636943,0.3925700333011469,0.559507385834312,0.6501815606251435,0.4771080208883872,0.4759657781689236,0.4072484838111494
0.7033874934427138,0.4749660791108363,0.44163850356881446,0.4738800349892418,0.5004869734117736,0.8102891711840637,0.5444048193090161,0.8542958477812048,0.5142423426055506,0.6963916045122519
0.7279975227353384,0.7459054127560246,0.37069416266551375,0.5010524032454272,0.6908182431274986,0.47866289288217034,0.9155844691941921,0.5775064550120801,0.4112936802869633,0.794291868568525
0.42755896763629425,0.6393664631114684,0.572908055518478,0.7335127625525313,0.39178658539305417,0.5390747738255696,0.570156207888657,0.4805048934996003,0.5613781880852741,0.4251214540340642
0.5920595846329689,0.6293483010023139,0.5965774269050859,0.5384369005419473,0.4345585430006226,0.8412574627440353,0.6523451048662906,0.5602902052248421,0.6022238898346484,0.6937444949732333
0.46599235734357547,0.7515186187612718,0.728941092592927,0.5950797393006787,0.43317270592267826,0.34431751166113744,0.42279612547892453,0.44908002913698164,0.4291222045000354,0.39064746897559127
0.6468030503235063,0.8992509943472127,0.5960240475995493,0.35352373165175865,0.5754526728145737,0.34325456249398534,0.6130149509403746,0.5422130115479018,0.7411604261739713,0.6471121770415297
0.5188837370918289,0.5337745396708877,0.5689714981151366,0.7437727058455651,0.46635165223197933,0.38237057255848445,0.8353075160788671,0.5272379881375182,0.5379350012220911,0.5924449595416402
0.5346021879937978,0.4564573955976166,0.5179621663539098,0.31961160171988434,0.7409688337516134,0.4342341735141378,0.7242296038322434,0.6523898246693215,0.7562229869066519,0.45716154037057505
0.7334679883318458,0.7218525935177894,0.6207451264419811,0.6987895818283657,0.5434245698953626,0.3634681414557402,0.5179633733484551,0.587765119628567,0.46118964143923186,0.5677636601346164
0.7310412810248502,0.5708077263205018,0.47232073415125514,0.6187004731943722,0.4783367172571887,0.456809085464361,0.6929542916606927,0.4610133376262672,0.49488174926702316,0.5116594967085776
0.599354910303339,0.7056061076632336,0.7731136431908947,0.5433641691363872,0.35299426207131135,0.6030323168345684,0.5184433900775779,0.38019654025589056,0.5684838578452409,1.042885255566038
0.5302653861839912,0.6438917812182176,0.6734961291794234,0.64152989348325,0.46754089997321047,0.641088100658092,0.47547350103950786,0.5585800264111119,0.6336428724790101,0.537359189019595
0.5089827334763081,0.38377379838177006,0.7170234585119699,0.3738862248507021,0.423964892615759,0.4640114174104181,0.45334878837838055,0.8175943768278833,0.7233455938102151,0.5181467545641809
0.6591250399873915,0.7239658218803935,0.5977797361388948,0.7541899843618033,0.6739055163989413,0.5841049813573598,0.4318182179543048,0.3695921986737502,0.5006701334948709,0.5261850809138056
0.5451842509708937,0.5878940002440521,0.6389044956057429,0.6290655164568556,0.39729516223676176,0.5239675411687735,0.5646874045405627,0.5536448244070235,0.6745769959333839,0.4513645103097891
0.7635524734235104,0.6272393690520114,0.7876910570909736,0.739120407501617,0.40864652208819396,0.47632018690471356,0.5986991006616662,0.7015278477469186,0.5942996494269783,0.6584009947726309
0.4114322262153309,0.4330412696533852,0.5934086453330376,0.6711639028520991,0.47591511454890173,0.3597891637598247,0.5734273436082067,0.39302591935819237,0.5002912836942034,0.3858789365567303
0.6679907002695934,0.47546480989905215,0.5220360957359469,0.4616074179319039,0.47024809291996866,0.39408181864647895,0.9050536361769751,0.7971975767125886,0.6448761761452836,0.33532216051380104
0.6758691390915224,0.8092887390526884,0.8545191199302616,0.44988004955334904,0.6689024857045636,0.5676296311179378,0.4400462541336507,0.553601160304821,0.49537892763955405,0.38634237757596024
0.32679865365359345,0.5739837593336828,0.43844711528835384,0.5978880126011459,0.721880006431061,0.5265711897779781,0.43807191701046877,0.5099712179097091,0.3974025050248983,0.4669929341465628
0.355951020346695,0.5006627156010737,0.5637736845514468,0.3552970500630824,0.5471017605597172,0.40156784435157555,0.43252074634094495,0.38431376974694625,0.7984896049436382,0.4733334718550994
0.4991059705278678,0.468787588832847,0.3669094595078504,0.48381573768579167,0.5780858011509861,0.6769750461518383,0.583826147460296,0.45053008612332246,0.43231066930165735,0.7128457604563881
0.36723055213880373,0.7859851289346942,0.7887547332144715,0.8484060512368675,0.5183250151595984,0.43375255766435583,0.3812474213386811,0.6278028152220206,0.815118498577806,0.5524077818466384
0.4529823392262613,0.5976410972915726,0.562812323739628,0.46152552972793803,0.4786702394940293,0.6222745753670207,0.6287791845375086,0.6518229067284813,0.754218745975706,0.6391435616479418
0.48553548811862,0.3935035477411772,0.5145197887889872,0.9113938564280358,0.36071440524010767,0.3520475587143109,0.41100872849534426,0.6155600405263147,0.6215529686484662,0.35478778384998405
0.6872179206549751,0.4285222401066705,0.6117014987047737,0.6767717191746273,0.7968608843211937,0.6776968039282028,0.5276255341658233,0.6041757574417833,0.395998800260802,0.5246578693680707
0.42750730463474196,0.6843612588285483,0.44221217437856175,0.5659093344185125,0.5772054751852321,0.5134833111878768,0.7009440508181128,0.4222976991642928,0.6541892643558853,0.5230928121653308
0.5201375564041946,0.3902599091802846,0.5100162819231128,0.39077442459991196,0.6268460599265832,0.6801472141457449,0.7507907884116637,0.3760874110094506,0.3871756628468372,0.49156545378634664
0.3685129347334716,0.3826858903320612,0.6739898182858629,0.7793772801906554,0.877373657541314,0.5161119813177525,0.40148049574483563,0.6035954059051915,0.6446499337410134,0.3899065544605972
0.594884187156083,0.6064092249778688,0.5976436668691872,0.6404618469802986,0.8223131029325114,0.5489591342237207,0.3827423679268793,0.6453144931458671,0.4030255068489947,0.7462960444302028
0.5896784211676758,0.42664654951527486,0.45587604324461123,0.4155985150840525,0.7816739715629524,0.9169403833002526,0.38250256575673464,0.47688013917418215,0.4368617337481642,0.460624773780625
0.37148814415128634,0.4747869811049578,0.6674597660181818,0.7492807520094038,0.5057262704795791,0.320119535633256,0.6084388404228463,0.6031157706877868,0.7300894179347618,0.41233284507207846
0.6236248131935209,0.5469960996934436,0.3915857435341062,0.36173950598879595,1.0368814887812674,0.599553411790633,0.4774429923368984,0.6619650058046914,0.6552799723865324,0.5504919678733069
0.7640906749981337,0.7261720578274284,0.6482889156599281,0.34891615026113,0.5228310008573576,0.6830088747590386,0.43476658157177733,0.7141575794123701,0.522101081843694,0.6289698542152423
0.8106253290709984,0.898397440210758,0.4336358034360211,0.36388064283282723,0.40566390101985084,0.43273709950122863,0.7075156419380056,0.4974422228668499,0.48535844285060337,0.5647895665557532
0.4115735088287107,0.6732159956004338,0.5348504006569221,0.39432773904350876,0.7626452936814949,0.7056565498983427,0.588717870767323,0.7515969165131419,0.6402145968390506,0.7111083707349334
0.534745536354088,0.4347153159568721,0.6382308325831056,0.4183503620421824,0.46344657818399315,0.7043018314727439,0.6669018785452345,0.38981211160874346,0.548797559098912,0.3515549133384649
0.6018032456774917,0.6201207557684186,0.7782903754434604,0.548523383419806,0.46780003568454187,0.7386006294583585,0.8171004611793454,0.6455178455174615,0.6010252741851452,0.5033327764482055
0.6064985922935787,0.4144715194280133,0.5675371903096565,0.7195336034126874,0.7241606592989098,0.7785782298019,0.42872731171644113,0.3895843613356034,0.3932957147367812,0.4035891056274698
0.3295884286360798,0.6623274530433829,0.534928185467652,0.6957815150009513,0.3839387680244642,0.7416382114560836,0.9801201611157909,0.37560867000001413,0.5782189730313041,0.8796719492454468
0.6245003177159624,0.6593867683915395,0.480024267621068,0.7529848850410368,0.683768859555337,0.4737036042938839,0.5618305588932678,0.40468451424654245,0.6507930608791048,0.6346902155362482
0.4993154279618902,0.5237606197332693,0.7259884246935987,0.4277006407132717,0.4993539239353502,0.6205118178620276,0.6234644647823484,0.57553192474057,0.46141180508100843,0.5760185176473698
0.5234325479910851,0.3318966537650994,0.46132523761845406,0.39391284655324826,0.6677529779273396,0.7564867021181129,0.48363891438414236,0.8881711370416752,0.681043246155264,0.527347945698304
0.5259784777629729,0.832307311164182,0.6688358519550588,0.7078596171168478,0.5343820862714121,0.491360256086489,0.3459860712608499,0.37117405524163316,0.5377737752311453,0.5210926541582253
0.6981414551279737,0.6069634685328513,1.03979793002883,0.7001078307575793,0.5680654801242719,0.5507787788514021,0.3957689612797902,0.7033436486673035,0.581972364006568,0.646634809427661
0.36526500790148364,1.0324965320791941,0.7200656489625386,0.5811676718255319,0.3560939968889338,0.5044775510787833,0.7466501103700581,0.6973298591802933,0.6687529043914859,0.37540810296280025
0.5865525276053466,0.4859088673132834,0.48483803720803437,0.6977032317727161,0.6614672169353543,0.369933672075833,0.44692102933001965,0.5119535909131484,0.5329539512889813,0.6070903522129966
0.5803342978903754,0.6557019606133233,0.3838092534162273,0.4887813576850491,0.6782122099907758,0.8142585863959967,0.4937794105204231,0.38850445123971594,0.55477899851051,0.6257931523256985
0.6807452252277185,0.5509114376103602,0.6309259268257246,1.0411493412740027,0.5129990300527313,0.47707140314700647,0.5483131300429511,0.585520087032225,0.6432189900894857,0.48300722182148315
0.5997108978273551,0.5501434043934171,0.566682938403706,0.6906514912032145,0.5025589625239721,0.7139526604143173,0.677881071846418,0.4445780560429111,0.4451117212595087,0.754223701280846
0.4326161241595092,0.5064837319761561,0.501474378266565,0.4825432103526354,0.4061242438999623,0.7667143880109544,0.49261242172466985,0.489882581525213,0.6080423442442827,0.5448480732458902
0.5082679625695254,0.6301153677548472,0.43889830301772753,0.44426561222486477,0.602069335756963,0.6255483358809477,0.43464351143508684,0.5123524567097165,0.656973086816532,0.6960602286967307
0.5856881706247533,0.48929906057216593,0.6190279973754601,0.6405538265675479,0.6205362591513962,0.5823948096729311,0.9597516185757187,0.5134331202362434,0.43983883778268074,0.4413740785906139
0.972981041685178,0.4634604751162474,0.4768282256224085,0.6726919659966333,0.4602270279884142,0.35782608159549917,0.5043585729578502,0.39210083529785844,0.613869446638287,0.6436273908109506
0.32004359814836897,0.6572205515394739,0.6025595079973014,0.8629920478353017,0.42706465978807434,0.59032519181741,0.36537185561179636,0.3866097199638836,0.5117831678505161,0.6994349110608207
0.846919998621969,0.6026559184101052,0.9360921240669953,0.7586736818965126,0.35151339355546335,1.0239980003605913,0.37560556961101416,0.6458620733592277,0.6522249001486117,0.8310808835411551
0.6496876115314418,0.6807085735841145,0.520086632734429,0.6636357123344907,0.38559847976609896,0.36675629569675683,0.4144508963739444,0.5803667438874445,0.49332681197026707,0.8564410642605956
0.8405575970195355,0.5157608490147741,0.4824644199478066,0.38228741755161794,0.40698408932060826,0.500642697563056,0.7884505351285445,0.5316093643603347,0.7421832858162334,0.39172470868989157
0.4645104180627877,0.5627858006894998,0.7659076769115333,0.41345444573414286,0.62387473883517,0.5031469032624254,0.5367525753996029,0.7285158035342534,0.7154330424149667,0.5981517001404203
0.6006879553591894,0.5368260530041069,0.5178906582476895,0.55130063792016,0.5863376121031523,0.39906716491839783,0.5701348728301965,0.6464716348205906,0.4421547871081433,0.5008954656051097
0.3626215297313516,0.4510667887236748,0.5463055135617803,0.4525623663964617,0.545524509287369,0.3534254151949014,0.5320767603755362,0.5669591199085291,0.41567542379592415,0.5818787582749226
0.7496226162180378,0.4841349788723472,0.6374852613460394,0.5424676543854874,0.6097392018502927,1.0334164955316596,0.7035550478893997,0.3892217819107139,0.42566061243008635,0.5388732216853476
0.4053741285299825,0.6220618538076068,0.6937516688355039,0.3766215291199292,0.9233077810263582,0.40861472076457095,0.3960974859041453,0.563259830829904,0.4169467648606303,0.484661640569921
0.5168499573790912,0.5266709785868582,0.5836504919691832,0.64251447982298,0.34189325253061464,0.6989071197823439,0.8053126005263707,0.604943388028838,0.7616677878173445,0.6292561948546506
0.5157726862672252,0.6070484822701689,0.3889304079175295,0.642867861415447,0.34625812554786417,0.5792752954640499,0.6047647821960774,0.3988570437876063,0.37524913651676495,0.7260089907011102
0.4910742124682014,1.03995303310939,0.5807014916086919,0.46310275508268706,0.5540986042396344,0.6261784653266887,0.6720049328615533,0.669560297425659,0.5067549925548812,0.6252061645056392
0.4956479583739409,0.6707034599594283,0.33157815399089974,0.3768283622254347,0.4786478966400069,0.6034564458211777,0.46096187556759693,0.633711244105072,0.45313313821048545,0.5367971169063906
0.6954981719329825,0.40668094514958486,0.4587412304877051,0.5744203462093269,0.6612790909386401,0.5500135687780539,0.49896190960485215,0.36479089816186416,0.42509289443967047,0.4188532457294462
0.6026479066601516,0.6718160060165014,0.399845912064865,0.5940071718999743,0.7168910396391099,0.5365941020516177,0.416152508725906,0.5495484093749987,0.5698403823161109,0.40985477981621327
1.0184663705164263,0.6587877757612773,0.8856311657168634,0.8753006724186942,0.5715637520099891,0.3792243735364578,0.4381803958465275,0.6208205315139753,0.6882146395134957,0.6414307867446523
0.3302303131311884,0.6188434469517654,0.6368588961124949,0.3489827901865887,0.6661760260406131,0.6857978053141458,0.5925848254545796,0.6271409662632974,0.588197770712958,0.6037455937600749
0.5139898218607468,0.3733833101956762,0.9348539466397878,0.41813636647456603,0.4043743928415715,0.48869785753619444,0.7204035179312277,0.37682018945888823,0.5875690815575249,0.3604821259881443
0.4573030643948181,0.46594779118919244,0.37057694150226256,0.40274293026584235,0.4918747334383028,0.4538903818468891,0.9686459647604888,0.5912414273681029,0.8691437922094658,0.5402595970388235
0.5525639312653481,0.812028309863359,0.4560951981439989,0.5204850558920316,0.6909226231174086,0.4043354848500657,0.34362046952931236,0.9586802339654545,0.7143764258867231,0.36680265296433184
0.42719896131768764,0.48251459792789714,0.6674658927327979,0.5774975089910339,0.5808732486947288,0.8875876098770658,0.5508916963680829,0.6932223600219609,0.6272510487282181,0.4256102134308068
0.5113873046777547,0.43534916859138056,1.0303584082848352,0.44172425715101926,0.5097156844883857,0.4625751756796527,0.641845943669349,0.4701325613869212,0.37599075093770945,0.4044642225144682
0.4728631201040064,0.5513636974430093,0.3771524967095375,0.686360828327304,0.41248758850902295,0.45545180054821477,0.57015646479783,0.6219969241416243,0.6773206412826376,0.44561985315618735
0.7035656511002757,0.3313120420278035,0.47052564503082694,0.8143264864056473,0.5547223506747295,0.8219182573185593,0.6117819316765102,0.544241503107727,0.44608539426841926,0.5656341407490485
0.4320294382062784,0.8732462163345246,0.5024366153339969,0.6184495661113442,0.665913380021503,0.4460119321732563,0.38147824466839675,0.46297214113283264,0.5124176097947142,0.5658634535379796
0.5800786756877503,0.548142329377317,0.5410042478512306,0.5758910351726829,0.45020257858934554,0.3425988870717758,0.46729675316354646,0.329042052387596,0.7051287213525821,0.737578754405679
0.5282505403638973,0.549614973002345,0.5241566995332776,0.5768010166672989,0.35709515295242966,0.4985242209998376,0.6070726225748337,0.4424741592389004,0.4096869188758961,0.67084005860125
0.6166696264249911,0.7014505914498398,0.3804988986921729,0.4117301191868367,0.39392489953395604,0.6003680297880623,0.45421322502345307,0.7689268207391281,0.383781118001649,1.0318662322863037
0.5969223437363469,0.6079063721781619,0.5927980161741964,0.5343355204428655,0.5105240347280882,0.5440984099079947,0.4381453838831497,0.6096161901844614,0.7347617143876067,0.44553609314103404
0.4309731080295659,0.5967136110068559,0.6091750193977493,0.5418088648724101,0.3991340564958524,0.3509500838269186,0.37371049244998006,0.5207531746654962,0.5655077282877692,0.3616494929364601
0.5007543936304049,0.797518740504073,0.6173584342822847,0.3270050818185079,0.5773719311379194,0.6730258246990246,0.6219195139743071,0.4386668135134797,0.5909879196463148,0.6233679303938283
0.39363680195076967,0.5125929639724113,0.6455540473916223,0.440770707385769,0.4378503671440262,0.34653267483407907,0.515087452016686,0.8326333055291276,0.5829684036410693,0.6082716729512003
0.5683661048833587,0.5077476548999486,0.6814411765654531,0.46547315113870524,0.508509046452685,0.4737178709338429,0.38021089857819923,0.5544781305449387,0.3829811603020668,0.3354463807847156
0.47544121477697304,0.659229220009451,0.9023526373937041,0.7344488469272116,0.5057170705988637,0.7761865305761345,0.39816721472463573,0.6797011588372883,0.383781118001649,0.6697300933866414
0.9476193048579111,0.5761004247313084,0.4736705661763425,0.6442756292072936,0.5980955250963086,0.582343820418338,0.41591428880876546,0.6547573181657326,0.6727913693300716,0.4212531132078623
0.38818932443261345,0.7432317386550344,0.4549009827671827,0.41037514375234074,0.6181311007066934,0.6466073295670884,0.42350833576997315,0.48570001192637974,0.383878901129462,0.5030958167554054
0.5082499433345846,0.6232358904632641,0.42552572937474037,0.4482329818278935,0.48491278741870675,0.6931696947810403,0.433612880809841,0.6331934486866602,0.6013052678998931,0.6292399542725507
0.4269721168211079,0.6238396545194514,0.5610150097755697,0.4306554858666042,0.6660908814459608,0.5376166592355995,0.38952554186351646,0.3724551496942274,0.4787967798052638,0.7454502679283598
0.6366487510308473,0.5386401311817894,0.41459274328200996,0.6471347868872618,0.7390572727621909,0.5075880210216834,0.3441325042038323,0.5975841350876585,0.4670888752060522,0.5454772746479322
0.7020639916413411,0.6751813113433344,0.6749548791147763,0.534970240459255,0.8399329214823644,0.5146531827154643,0.5000853401808693,0.5701265271761564,0.573588322092733,0.5212164162119769
0.4540206205251898,0.5273127185162947,0.431133706510299,0.3758610527973492,0.5187740335970622,0.6149420430623479,0.4436903978330113,0.4059787216967105,0.5239272557367607,0.6550683328220458
0.7271401042710924,0.932309595517417,0.8065336665009629,0.4324899964290121,0.4156977590861437,0.6576384499396866,0.6102835216669554,0.45504614979913843,0.6882349270855448,0.5176285453946586
0.5237832525742312,0.6361405877209679,0.5444324059845081,0.864801802653894,0.9860662148341195,0.3645098331547513,0.466627689306695,0.47561518418935506,0.6658330280680906,0.525838168445071
0.7399053747471721,0.5226120132911046,0.48631413766669707,0.6042616729763807,0.7384037591778932,0.3357945269920555,0.4746654175093115,0.5433530941394845,0.447787591408708,0.547178813652593
0.38220610237770347,0.7258715410547533,0.6743313477739981,0.5104056600624997,0.762735870066833,0.35698486276389296,0.577687617605574,0.3788387682772426,0.38719232304017853,0.47724515787369715
0.3574189839335246,0.4891894401218123,0.40351411369914475,0.7335994991969333,0.42980381618740726,0.4625202110754501,0.5527849972811515,0.4813702556788968,0.46209146703646536,0.741950110524212
0.6939534583397182,0.7284163273439079,0.576074996026008,0.5659760894623473,0.6086453159851772,0.41525329250525994,0.4860712351260801,0.45193250678333813,0.4178357223448928,0.6875726429222011
0.5355400979589404,0.7760896695999613,0.3416422851905563,0.540820477616189,0.9705420956039073,0.5420378790351434,0.5736288177274708,0.5999703883225884,0.5332943450186115,0.6169437673025283
0.3672271503766854,0.6594834044235796,0.3485255114797488,0.3999595873950536,0.6531778396050385,0.4226522870752384,0.544866605112934,0.4309232166808118,0.5410635058027946,0.6102842493248447
0.41570028308135504,0.639214789006703,0.714141412298224,0.5308206063625204,0.8122349711397829,0.5581941381820997,0.6586222460049204,0.7381394891200048,0.5882991944720601,0.9204639805355185
0.6363377704292482,0.689178628698699,0.8019338709200994,0.38521598300847676,0.4402425964411103,0.5181410370174773,0.34896370101183066,0.5923184593884262,0.5513007682299188,0.41725742873016136
0.5188564421167724,0.8266448586028898,0.46862430030389063,0.613556517849586,0.5588796632917643,0.715583302443277,0.641029161373948,0.6361040031664389,0.6718316164026954,0.7963888666208849
0.4142415113751389,0.3733833101956762,0.923692941800751,0.35654313636645235,0.5002875901143236,0.7223917525709381,0.5110558341105176,0.6141791687249798,0.5530680952640779,0.4835319380636286
0.36389203300888406,0.6323009949671048,0.5611904354277996,0.861710279614666,0.5274206049463527,0.3449502955714976,0.9816481724269982,0.37519584926417976,0.7472234027220789,0.6153505392303104
0.48354560295107446,0.5465821452397064,0.6822854168485376,0.4789888325032782,0.6069472393899051,0.7867039411145935,0.3933703500267553,0.3416999624467166,0.7400156075169467,0.5897330015754347
0.3998084558677618,0.4462641674780685,0.730147795692198,0.5304467202966946,0.6242744985419709,0.65025510541191,0.6424942748522864,0.5026697294238418,0.5857158015423445,0.36780671880169075
0.45728031504496347,0.9327310960123565,0.5876665639382043,0.6462542734147251,0.6710918633237168,0.6077189581349817,0.6196590968599225,0.8253602537945993,0.4091674953417658,0.7733453508247738
0.37204428211678076,0.38226351668040753,0.6212811894108987,0.44707656430546483,0.4688310024701113,0.4733949205696735,0.5302655578563037,0.6258136087946616,0.660659841182927,0.7371059123002668
0.5124680973351068,0.46554088626808315,0.3927937506048761,0.5972536783442388,0.49619427020675944,0.5671736483501101,0.5576823854723898,0.44255234386607717,0.6022808359268187,0.6054128859691138
