test_std_0,test_std_1,test_std_2,test_std_3,test_std_4,test_std_5,test_std_6,test_std_7,test_std_8,test_std_9,test_std_10,test_std_11,test_std_12,test_std_13,test_std_14,test_std_15,test_std_16,test_std_17,test_std_18,test_std_19,test_std_20,test_std_21,test_std_22,test_std_23,test_std_24,test_std_25,test_std_26,test_std_27,test_std_28,test_std_29,test_std_30,test_std_31,test_std_32,test_std_33,test_std_34,test_std_35,test_std_36,test_std_37,test_std_38,test_std_39,test_std_40,test_std_41,test_std_42,test_std_43,test_std_44,test_std_45,test_std_46,test_std_47,test_std_48,test_std_49
3.8476743474929527,1.7506658884897062,1.619292330125764,3.2320470288789456,2.849697860971276,1.6217501932564868,1.1944543446854448,2.555302144184741,3.1430510942337166,3.5850281966408604,3.475887697241465,2.4013473838366477,1.1477169186094696,2.0541016867167587,3.0576496201855563,2.276500640159465,1.6439680662490879,2.877312412906143,1.7603613838018146,2.5826559967852627,1.357783938119787,3.2692085368999404,2.5142468012813715,4.067052895635321,3.2120711687538845,3.295409594246019,11.78891561849464,2.465127695616104,4.009390489732194,2.367613326240336,3.431791557071086,3.42030148087446,2.167410178678174,1.2409838661652797,3.4438148609775103,3.1444577231098965,3.2571660380966967,3.051176472172796,3.38522340147143,3.880762721434388,3.8996528972300526,3.9378656469107085,2.3759097977266603,2.6643376829769823,3.882450512176165,3.2098850783138997,2.2254401907778196,3.4099379505433918,2.2127581386607305,3.4975760015125545
3.5962972174383347,1.7928557021536542,1.9455702121612513,3.315093411138049,2.056150187532236,1.5375796803580342,1.5120279362329245,4.035347037538502,3.6213240291006668,3.5462047778082995,2.182210107689664,2.3230918296394836,1.5551268773009412,2.8490270142009515,2.864518458922786,1.6626876576687637,1.602452743997875,2.374985349328782,1.8888756330479448,2.4399135687232154,3.3129917686009223,1.34215846939971,2.6781361058362174,3.97229714774814,3.1971476966666232,3.310266661970428,2.6496873529854525,2.5494010329139343,3.85366489874863,2.4464851332037827,3.6088271711398527,3.4091220636414614,1.847798565856575,3.1794453471062223,3.2151911616551065,2.823855146178624,3.1959225633169406,3.167070098086918,3.4101476253962204,3.8265180005959065,1.958576971878731,2.2746238172008537,1.6637176880216165,2.6371143336345217,3.905678168959285,2.589067242514073,2.213778679593725,2.6629117088400265,2.32184610105956,3.4822856362848515
4.755946761405365,1.750141190575519,1.8630352613017116,3.3060295857852915,2.0421995679879466,1.5800417790886552,1.1800367610876008,2.3900548041147083,2.8097901372652707,3.5658242408688894,2.4231339601261115,2.485421370486777,3.6132148543605265,2.92313577408107,2.848177760928446,7.1703664048181786,1.6325698341270016,3.3781355062946345,1.418537459657803,2.433681638939672,1.684816217475526,1.210409566584486,2.974770255141358,4.8573063331502615,3.6449260731377087,4.516946259479347,2.8341025022771116,2.7611909638680503,3.8718962755982513,2.467156788792853,3.4436763360824543,7.2656870038756525,2.8130711772864463,1.377990595757828,3.7036795664143893,2.8164308916968435,3.1656601428831506,3.6058824821240423,3.5569488837597567,3.623711991158417,1.373139051256695,3.256457965590556,1.9702583683639732,2.8833196086347908,3.968837539125008,2.650164171511198,2.2415198603751,3.782589716400553,3.199701327562027,7.688737486784861
3.9793119114209285,2.030911679791718,1.6839039237821416,3.596223566246773,2.765964273694231,2.966770984053432,3.5701193788498804,2.873583997687752,3.574376984071014,3.5636249581812485,2.1334583771444873,2.8865846114894587,1.279976250566091,2.3615874970846416,3.01236563294991,3.5101676016040018,2.0581595983704633,4.164758449712933,2.7380355896875854,3.2133492154903163,2.1131979834764394,1.1611340826232344,2.5417302381183866,2.6421657980907542,3.549743960174577,3.3410892384862456,3.167480505630735,2.580216721043258,4.804205361475407,2.3887400098749896,3.979320417424304,3.4487965490165036,2.665435515643421,3.0986908548581873,3.3489008301522047,3.873945825814518,8.981375331447694,3.0639986035034346,4.26574626814923,3.785929924912988,1.5980743283520142,2.0698558173390826,2.2731095776946715,2.53622720395995,4.090505198178367,2.0587915573178646,2.2506820643159626,2.715263946474965,2.2531825895017215,3.393953518575377
3.686307184423115,2.090147501528318,1.7033459745093318,3.894929346448952,2.7475905955935715,1.1463950676147128,2.4608248722315955,3.1085930305827483,2.9284061852219625,4.195056720291261,2.282475059469306,2.528159887794602,1.6503702305072252,4.02855937503631,2.9913517948033426,1.8507394405456976,3.16525629732569,2.2908004205271846,6.367601073445816,4.163492032027293,1.5182716026926035,1.1149030141884164,2.5688894689436315,2.889262087321867,5.572637350339792,3.4872262256292506,2.8389956648762618,2.439129726638352,3.8509833809220777,2.3945573984534914,3.3710036620761876,3.4111508483259754,2.239996536395345,1.3853352909438423,3.2049953258001893,2.882741743620108,3.1617461431396605,3.0498199193222666,3.404914687595598,3.538086742512292,1.6743440422096016,2.4195953135844785,1.8927632944245594,2.5887999370288277,4.718681092213946,2.114069926783443,2.398467589244547,2.6695968896695663,2.1957862225859635,4.338146800706135
3.73849639626343,3.568140162250106,1.5745298946105755,3.2465669382256723,2.717466389474175,1.4366703053568204,1.2151860041479357,3.4889233411601097,2.83383769223749,3.515237256493456,2.8196933074704504,2.513906330081568,1.197758778904652,1.9598919114320053,3.583420408076364,1.7787252899524826,1.577716161467666,2.4408979622298093,2.217674253530378,2.3575072894622284,1.3945324474429581,2.157023317501564,3.5252167763722526,2.6746251502578535,3.1824230072146933,4.603015588061603,2.9209846217021775,2.513456106562839,3.8568060524312164,2.3914940333364654,4.520045145646521,4.07320358779742,1.9047482067425043,1.9084845572563078,3.7504542225788926,3.7870797652585604,3.251817181649497,3.2977412635943337,3.6536070982235955,4.408662032512871,1.3280103621248913,1.9876905847395057,2.085902802255076,4.011581315684969,4.487294628922097,2.38697835619604,2.460013478940461,2.587360367951027,2.263749557073562,3.3518684969413153
3.6101299899121186,1.894291749096743,1.8284649125517132,4.076822729299622,2.5067060853739154,1.174524488574609,2.0817743165437137,4.383990220961075,2.9096617300944203,3.820500680614882,2.2033086162608266,2.460986992185052,1.1375152885490476,8.042736091240737,3.0320790028682274,1.5850617247126593,1.9024919868912573,2.3372145458749407,1.4185703825895168,3.025943748458219,4.336834838630199,1.0777775674425143,2.6735837342109035,2.8496560813929905,3.1574927826309325,3.296120703619178,4.213154230308647,2.5318857698182047,3.9774022505116187,2.5670117460504502,3.511053098827058,2.9971314046020336,1.9396499453013427,1.4671850127510018,3.3894969344297876,2.9571819900380767,3.5749537648371956,3.04895511082863,4.205251437982941,3.6748433490569816,3.178060874063899,3.262409181053735,1.8837091695420995,2.5918379710096358,4.071813751931456,2.9620337658059506,2.4165895530856227,4.401878502671826,2.1776746472025734,3.404998010536843
3.9703648974612205,2.0677526330738827,5.1902178090417825,3.497592181531634,2.3369862504918606,3.987412225149567,1.3543734722627514,2.3843521004274613,3.2037768499532904,3.6665717976236403,3.983099777106454,2.522459677992961,4.321195473140826,1.9825550373867287,3.1403436182407143,1.5043630252058333,2.1666331262051175,2.06435608611388,3.7195014474341734,2.471149772341206,1.9496835479619947,1.1038980055079985,2.66437275532653,3.4802648200764192,3.199500373015301,3.3232415930465122,8.134990013872294,3.165366182807074,3.8578126577679224,2.606322336250851,8.610340030535058,3.4157988794263763,2.1982567675323863,3.5706783558709105,4.603437524575724,7.0617565437274035,3.228053418630382,3.0918935556528484,3.4079997225133716,3.906038610588745,1.331420720116232,1.9983338944299267,4.150816245161828,2.7419676995819486,3.9462074370023696,3.8359434842630553,2.2187744052506337,3.7050507269782886,2.231669116651412,3.4313530627486837
3.698722694780655,3.961239460330691,1.884756361150335,10.852698187745547,2.705088001989683,2.3243868235018756,1.4251695415277412,2.343960802349717,2.868412750064754,3.791184527518473,2.1900958204025502,2.280955021857938,1.4491153641217815,1.9934057909736353,3.3651406117189073,1.698771641931223,1.812878380397777,3.4513698344354835,1.3426395612994126,2.3565575137846255,2.3926804822557397,1.364872475345082,2.891801469581299,2.6596069376623697,3.260945002733073,3.3127725579537386,3.1188868189779666,3.3370497694167915,3.9333030745668887,3.138855460542098,4.011542759679214,3.622381992458781,3.6413300098543724,4.262645445129292,4.166932686023299,2.9430773532282024,4.654804135054197,3.1999722969798765,3.4254928251484293,3.6330080878039386,1.2698747135890185,2.881862230305993,2.0798003754065353,2.8244642984717676,4.321605075375225,2.099676345440161,2.359741651536814,3.8907557693956805,2.2296790987734574,3.338986767969127
3.757851330922148,2.233541925826482,1.8655760311074283,3.405987501175788,4.045512380068778,1.116156461995422,1.7137106294924926,2.3379714508535416,2.800870401191698,3.585476640965093,2.584065493988786,2.5237301131361973,2.1809619484922895,3.2331783120866655,2.922218823502675,1.6046925350742347,1.7778958842705643,2.033189793294895,2.219283423492344,2.4003926785987586,2.938409900031199,3.6504545578264844,2.6116641645432335,3.0890182484656816,3.1742675190905203,3.3260628675971438,2.592924798376744,2.804874699036861,3.851877383676226,2.445602394746362,3.4478017876013767,3.370606270753429,2.3127704253808825,2.6524391067454496,3.319489971331126,3.1561947930532503,3.1806010344309303,3.5636402201033177,4.09953663572943,4.459068605557714,1.2869338998715354,2.015439556522356,2.136781535670898,2.6295730695662973,3.8892597233176023,1.9638560673122962,2.400334536464742,2.69395676960164,2.2633465887196755,3.2887164685750414
